num,url,name_ko,name_en,country,region,country_region,varietal,vintage,type,category,style,winery,winery_ko,winery_en,brand,grade,price,volume,abv,sweetness,acidity,body,tannin,serving_temp,pairing,awards,title_block
380,https://www.naracellar.com/wine/wine_view.php?num=380,몬테스 클래식 멀롯,Montes Classic Merlot,칠레,센트럴 밸리,칠레 > 센트럴 밸리,"멀롯(Merlot) 85%, 카르메네르(Carmenere) 15%",,레드,Red,,몬테스(Montes),몬테스,Montes,,,,750ml,,,,,,16 ~ 18 ℃,"부드럽게 익혀낸 갈비찜, 빠에야, 라자냐, 다양한 치즈 등",,
381,https://www.naracellar.com/wine/wine_view.php?num=381,몬테스 레세르바 말벡,Montes Reserva Malbec,칠레,콜차구아 밸리,칠레 > 콜차구아 밸리,말백(Malbec) 100%,,레드,Red,,몬테스(Montes),몬테스,Montes,,,,750ml,,,,,,16 ~ 18 ℃,"볼로네제 파스타, 프렌치 프라이, 강한 소스로 조리한 육류, 치즈 등",2018 JS 91 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2017 JS 91 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2016 JS 91 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2005 WS 87 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2011 RP 88 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 2010 RP 88 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 2008 RP 88 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 2006 RP 87 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 87 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 All Vintages 더보기,
956,https://www.naracellar.com/wine/wine_view.php?num=956,라 크라사드 피노 누아,La Croisade Pinot Noir,프랑스,랑그독 루시용,프랑스 > 랑그독 루시용,피노 누아(Pinot Noir) 100%,,레드,Red,,라 크라사드(La Croisade),라 크라사드,La Croisade,,,,750ml,,,,,,13 ～ 15 ℃,"오리고기, 숙성된 치즈 등",,
951,https://www.naracellar.com/wine/wine_view.php?num=951,마레농 가르다렘,Marrenon Gardarem,프랑스,론,프랑스 > 론,"시라(Syrah) 85%, 그르나슈(Grenache) 15%",,레드,Red,,마레농(Marrenon),마레농,Marrenon,,,,750ml,,,,,,16 ~ 18℃,흰색육류,,
950,https://www.naracellar.com/wine/wine_view.php?num=950,카스텔로 디 퀘르체토 로맨틱,Castello di Querceto Romantic,이태리,토스카나,이태리 > 토스카나,"쁘띠 베르도(Petit Verdot) 50%, 멀롯(Merlot) 30%, 시라(Syrah) 20%",,레드,Red,,카스텔로 디 퀘르체토(Castello di Querceto),카스텔로 디 퀘르체토,Castello di Querceto,,,,750ml,,,,,,17 ~ 18 ℃,,,
379,https://www.naracellar.com/wine/wine_view.php?num=379,몬테스 클래식 카버네 소비뇽,Montes Classic Cabernet Sauvignon,칠레,콜차구아 밸리,칠레 > 콜차구아 밸리,"카버네소비뇽(Cabernet Sauvignon) 85%, 멀롯(Merlot) 15%",,레드,Red,,몬테스(Montes),몬테스,Montes,,,,750ml,,,,,,16 ~ 18 ℃,"붉은 육류, 돼지 갈비, 파스타, 참치회의 붉은 살, 치즈 등",2018 JS 90 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2016 WS 88 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 91 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2014 WS 90 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2017 WS 85 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 90 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2013 WS 85 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2010 WS 86 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2007 WS 84 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2006 WS 84 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2005 WS 84 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2014 RP 85 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 2011 RP 90 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 2009 RP 89 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 85 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2008 RP 87 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 84 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 All Vintages 더보기,
949,https://www.naracellar.com/wine/wine_view.php?num=949,"카스텔로 디 퀘르체토 끼안티 클라시코 그란 셀레지오네 ""일 피키오""","Castello di Querceto Chianti Classico Gran Selezione ""Il Picchio""",이태리,토스카나,이태리 > 토스카나,"산지오베제(Sangiovese) 92%, 까나이올로(Canaiolo) 8%",,레드,Red,,카스텔로 디 퀘르체토(Castello di Querceto),카스텔로 디 퀘르체토,Castello di Querceto,,,,750ml,,,,,,17 ~ 18 ℃,,"2020 RP 93 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 94 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 WE 91 WE : Wine Enthusiast 매해 TOP 100, Best Buy 100, TOP 50 Cellar Selection 선정하여 발표하며 와인과 스피릿 분야에서 매거진을 발행하는 '와인 인뜌지에스트' 2019 RP 93 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 95 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 94 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 Vinous 92 Vinous 로버트 파커가 점수를 발표하는 The Wine Advovate에서 활약한 베테랑 평론가로 80개국 이상에서 구독되는 권위있는 와인 평가 매체 '바이너스' All Vintages 더보기",
943,https://www.naracellar.com/wine/wine_view.php?num=943,얄룸바 옥스포드 랜딩 멀롯,Yalumba Oxford Landing Merlot,호주,남호주,호주 > 남호주,멀롯(Merlot) 100%,,레드,Red,,얄룸바 (Yalumba),얄룸바,Yalumba,,,,750ml,,,,,,16 ~ 18 ℃,"붉은 육류, 햄, 소시지, 치즈 등",,
944,https://www.naracellar.com/wine/wine_view.php?num=944,샴페인 앙리오 브뤼 로제,Champagne Henriot Brut Rose,프랑스,샹파뉴,프랑스 > 샹파뉴,"피노 누아(Pinot Noir) 50%, 샤도네이(Chardonnay) 40%, 피노 뫼니에(Pinot Meunier) 10%",,스파클링,Sparkling,,샴페인 앙리오(Champagne Henriot),샴페인 앙리오,Champagne Henriot,,,,750ml,,,,,,8℃,,"N/V RP 91 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 91 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 WE 92 WE : Wine Enthusiast 매해 TOP 100, Best Buy 100, TOP 50 Cellar Selection 선정하여 발표하며 와인과 스피릿 분야에서 매거진을 발행하는 '와인 인뜌지에스트' W&S 90 W&S : Wine & Spirits 와인과 스피릿 구매 가이드로 창간된 전문지로 미국 각처 주요 레스토랑을 대상으로 하는 설문조사 'Restaurant Poll'로 유명 All Vintages 더보기",
922,https://www.naracellar.com/wine/wine_view.php?num=922,돈나푸가타 루메라,Donnafugata Lumera,이태리,시칠리아,이태리 > 시칠리아,"네로 다볼라(Nero d'Avola), 시라(Syrah), 피노 네로(Pinot Nero)",,로제,Rosé,,돈나푸가타(Donnafugata),돈나푸가타,Donnafugata,,,,750ml,,,,,,10~12℃,"에피타이저, 생선 회, 야채 요리, 생선 튀김이나 치즈",,
919,https://www.naracellar.com/wine/wine_view.php?num=919,카모미 나파 밸리 샤도네이,Ca’Momi Napa Valley Chardonnay,미국,캘리포니아 > 나파 밸리,미국 > 캘리포니아 > 나파 밸리,샤도네이(Chardonnay) 100%,,화이트,White,,카모미 와이너리(Ca'Momi Winery),카모미 와이너리,Ca'Momi Winery,,,,750ml,,,,,,13 ℃,,,
277,https://www.naracellar.com/wine/wine_view.php?num=277,카스텔로 디 퀘르체토 끼안티,Castello di Querceto Chianti,이태리,토스카나,이태리 > 토스카나,"산지오베제(Sangiovese) 92%, 까나이올로(Canaiolo) 8%",,레드,Red,,카스텔로 디 퀘르체토(Castello di Querceto),카스텔로 디 퀘르체토,Castello di Querceto,,,,750ml,,,,,,16~17 ℃,,,
275,https://www.naracellar.com/wine/wine_view.php?num=275,카스텔로 디 퀘르체토 끼안티 클라시코,Castello di Querceto Chianti Classico,이태리,토스카나,이태리 > 토스카나,"산지오베제(Sangiovese) 92%, 까나이올로(Canaiolo) 8%",,레드,Red,,카스텔로 디 퀘르체토(Castello di Querceto),카스텔로 디 퀘르체토,Castello di Querceto,,,,750ml,,,,,,17~18 ℃,,"2021 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 WE 88 WE : Wine Enthusiast 매해 TOP 100, Best Buy 100, TOP 50 Cellar Selection 선정하여 발표하며 와인과 스피릿 분야에서 매거진을 발행하는 '와인 인뜌지에스트' Vinous 90 Vinous 로버트 파커가 점수를 발표하는 The Wine Advovate에서 활약한 베테랑 평론가로 80개국 이상에서 구독되는 권위있는 와인 평가 매체 '바이너스' 2020 WS 91 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 Vinous 90 Vinous 로버트 파커가 점수를 발표하는 The Wine Advovate에서 활약한 베테랑 평론가로 80개국 이상에서 구독되는 권위있는 와인 평가 매체 '바이너스' All Vintages 더보기",
274,https://www.naracellar.com/wine/wine_view.php?num=274,카스텔로 디 퀘르체토 끼안티 클라시코 리제르바,Castello di Querceto Chianti Classico Riserva,이태리,토스카나,이태리 > 토스카나,"산지오베제(Sangiovese) 92%, 까나이올로(Canaiolo), 콜로리노(Colorino), 실리지올로(Ciliegiolo) 8%",,레드,Red,,카스텔로 디 퀘르체토(Castello di Querceto),카스텔로 디 퀘르체토,Castello di Querceto,,,,750ml,,,,,,17~18 ℃,,"2020 RP 90 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 WE 90 WE : Wine Enthusiast 매해 TOP 100, Best Buy 100, TOP 50 Cellar Selection 선정하여 발표하며 와인과 스피릿 분야에서 매거진을 발행하는 '와인 인뜌지에스트' Vinous 92 Vinous 로버트 파커가 점수를 발표하는 The Wine Advovate에서 활약한 베테랑 평론가로 80개국 이상에서 구독되는 권위있는 와인 평가 매체 '바이너스' 2019 RP 91 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 93 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 93 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 Vinous 91 Vinous 로버트 파커가 점수를 발표하는 The Wine Advovate에서 활약한 베테랑 평론가로 80개국 이상에서 구독되는 권위있는 와인 평가 매체 '바이너스' All Vintages 더보기",
273,https://www.naracellar.com/wine/wine_view.php?num=273,카스텔로 디 퀘르체토 치냘레,Castello di Querceto Cignale,이태리,토스카나,이태리 > 토스카나,"카버네 소비뇽(Cabernet Sauvignon) 90%, 멀롯(Merlot) 10%",,레드,Red,,카스텔로 디 퀘르체토(Castello di Querceto),카스텔로 디 퀘르체토,Castello di Querceto,,,,750ml,,,,,,17~18 ℃,,2019 RP 95 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 94 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 Vinous 92 Vinous 로버트 파커가 점수를 발표하는 The Wine Advovate에서 활약한 베테랑 평론가로 80개국 이상에서 구독되는 권위있는 와인 평가 매체 '바이너스' 2018 RP 94 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 94 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 Vinous 92 Vinous 로버트 파커가 점수를 발표하는 The Wine Advovate에서 활약한 베테랑 평론가로 80개국 이상에서 구독되는 권위있는 와인 평가 매체 '바이너스' All Vintages 더보기,
258,https://www.naracellar.com/wine/wine_view.php?num=258,마레농 오르카,Marrenon Orca,프랑스,론,프랑스 > 론,"그르나슈(Grenache) 90%, 시라(Syrah) 10%",,레드,Red,,마레농(Marrenon),마레농,Marrenon,,,,750ml,,,,,,16 ~ 18 ℃,,2021 JS 90 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2018 RP 88 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 91 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
253,https://www.naracellar.com/wine/wine_view.php?num=253,마레농 클래식 루베롱 블랑,Marrenon Classic Luberon Blanc,프랑스,론,프랑스 > 론,"그르나슈 블랑 40%, 베르멘티노 40%, 유니블랑 20%",,화이트,White,,마레농(Marrenon),마레농,Marrenon,,,,750ml,,,,,,11~ 13℃,,,
250,https://www.naracellar.com/wine/wine_view.php?num=250,마레농 그랑 마레농 루즈,Marrenon Grand Marrenon Rouge,프랑스,론,프랑스 > 론,"시라 70%, 그레나쉬 30%",,레드,Red,,마레농(Marrenon),마레농,Marrenon,,,,750ml,,,,,,16 ～ 18℃,,,
252,https://www.naracellar.com/wine/wine_view.php?num=252,마레농 클래식 루베롱 루즈,Marrenon Classic Luberon Rouge,프랑스,론,프랑스 > 론,"시라(Syrah) 55%, 그르나슈(Grenache) 45%",,레드,Red,,마레농(Marrenon),마레농,Marrenon,,,,750ml,,,,,,16 ～ 18℃,,,
674,https://www.naracellar.com/wine/wine_view.php?num=674,피터 마이클 마 벨 피으 샤도네이,Peter Michael Ma Belle-Fille Chardonnay,미국,캘리포니아 > 소노마 코스트,미국 > 캘리포니아 > 소노마 코스트,샤도네이 100%,,화이트,White,,피터 마이클 와이너리(Peter Michael winery),피터 마이클 와이너리,Peter Michael winery,,,,750ml,,,,,,12 ~ 14 ℃,,2019 RP 98 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 94 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 99 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2018 RP 98 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 97 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2017 RP 98 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 96 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
632,https://www.naracellar.com/wine/wine_view.php?num=632,체사리 발폴리첼라 클라시코,Cesari Valpolicella Classico,이태리,베네토,이태리 > 베네토,"코르비나(Corvina) 75%, 론디넬라(Rondinella) 23%",,레드,Red,,체사리(Cesari),체사리,Cesari,,,,750ml,,,,,,16 ~ 18 ℃,"붉은육류, 치즈, 파스타",,
629,https://www.naracellar.com/wine/wine_view.php?num=629,까델 보스코 프란치아코르타 퀴베 프레스티지,Ca'del Bosco Franciacorta Cuvee Prestige,이태리,프란치아코르타,이태리 > 프란치아코르타,"샤도네이 75%, 피노 비앙코 10%, 피노 네로 15%",,스파클링,Sparkling,,까델 보스코(Ca’ del Bosco),까델 보스코,Ca’ del Bosco,,,,750ml,,,,,,8 ~ 9 ℃,"흰색육류, 생선류, 갑각류",,
628,https://www.naracellar.com/wine/wine_view.php?num=628,까델 보스코 뀌베 프레스티지 로제,Ca'del Bosco Franciacorta Cuvee Prestige Rose,이태리,프란치아코르타,이태리 > 프란치아코르타,"피노 네로 75%, 샤도네이 25%",,스파클링,Sparkling,,까델 보스코(Ca’ del Bosco),까델 보스코,Ca’ del Bosco,,,,750ml,,,,,,8 ~ 9 ℃,"붉은육류, 흰색육류, 생선류, 갑각류",,
585,https://www.naracellar.com/wine/wine_view.php?num=585,보시오 모스카토 다스티,Bosio Moscato d'Asti,이태리,피에몬테,이태리 > 피에몬테,모스카토 100%,,화이트,White,,보시오 패밀리 이스테이트(Bosio Family Estates),보시오 패밀리 이스테이트,Bosio Family Estates,,,,750ml,,,,,,8 ~ 10℃,디저트,,
606,https://www.naracellar.com/wine/wine_view.php?num=606,마르티네즈 부한다 인피니투스  카버네 소비뇽,Martinez Bujanda Infinitus Cabernet Sauvignon,스페인,라만차,스페인 > 라만차,카버네 소비뇽 100%,,레드,Red,,마르티네즈 부한다(Martinez Bujanda),마르티네즈 부한다,Martinez Bujanda,,,,750ml,,,,,,16 ~ 17 ℃,"붉은육류, 치즈",,
587,https://www.naracellar.com/wine/wine_view.php?num=587,팡세 드 팔루스,Pensees de Pallus,프랑스,루아르 밸리,프랑스 > 루아르 밸리,카버네 프랑(Cabernet Franc) 100%,,레드,Red,,도멘 드 팔루스(Domaine de Pallus),도멘 드 팔루스,Domaine de Pallus,,,,750ml,,,,,,17 ~ 18℃,,,
544,https://www.naracellar.com/wine/wine_view.php?num=544,레꼴 넘버 41 콜럼비아 밸리 멀롯,L'Ecole No.41 Columbia Valley Merlot,미국,워싱턴주 > 콜럼비아 밸리,미국 > 워싱턴주 > 콜럼비아 밸리,"멀롯(Merlot) 약 80%, 카버네 프랑(Cabernet Fran) 약 12%, 쁘띠 베르도(Petit Verdo) 약 6%, 카버네 소비뇽(Cabernet Sauvignon) 약 2%",,레드,Red,,레꼴 넘버 41(L'Ecole No.41),레꼴 넘버 41,L'Ecole No.41,,,,750ml,,,,,,16 ~ 18 ℃,"대부분의 붉은 육류, 양고기, 오리고기 등",2018 2017 RP 89 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 87 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2016 RP 88 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 89 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2015 RP 89 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 89 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2014 RP 89 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 89 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2013 RP 90 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 83 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2012 RP 88 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 90 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2011 RP 87 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 85 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2010 RP 88 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 89 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 All Vintages 더보기,
375,https://www.naracellar.com/wine/wine_view.php?num=375,몬테스 알파 샤도네이,Montes Alpha Chardonnay,칠레,아콩카구아 코스타,칠레 > 아콩카구아 코스타,샤도네이(Chardonnay) 100%,,화이트,White,,몬테스(Montes),몬테스,Montes,,,,375ml / 750ml,,,,,,10 ~ 12 ℃,"훈제연어, 크림 소스로 조리한 생선류, 오일베이스 파스타, 치즈",2018 JS 93 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2017 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2016 JS 93 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2015 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2012 JS 91 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2013 WS 89 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 91 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2011 WS 88 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2004 WS 87 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2003 WS 89 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2002 WS 90 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2014 RP 87 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 92 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2010 RP 88 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 88 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2009 RP 87 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 89 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2008 RP 89 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 88 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2007 RP 88 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 87 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2006 RP 90 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 90 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2005 RP 86 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 89 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 All Vintages 더보기,
